sentence,ID,clean sentence,start_index,end_index,phrase,syllables,length,pos,dep num,lemma,synonyms,hypernyms,hyponyms,ogden,simple_wiki,cald,cnc,img,aoa,phon,sub_imdb,google frequency,KFCAT,FAM,KFSMP,KFFRQ,NPHN,TLFRQ
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",91,104,architectural,5,13,JJ,0,architectural,1,0,0,0,0,0,0,0,0,12,0,19.828508,8,0,5,5,12,50
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34,39,times,1,5,NNS,2,time,15,1,0,1,1,4,343,413,0,3,1,402.780623,1599,604,447,15,3,8559
"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"Church of El Sagrario In colonial times , the Church of El Sagrario was one of the largest architectural marvels of Quito .",105,112,marvels,2,7,NNS,5,marvel,3,1,0,0,0,0,293,410,489,5,1,1.685628,6,465,5,3,5,87
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",57,64,variety,4,7,NN,4,variety,6,1,7,0,0,3,297,372,464,7,0,125.729649,85,533,71,12,7,396
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",215,224,municipal,4,9,JJ,0,municipal,2,0,0,0,0,5,0,0,0,0,0,26.706713,28,0,20,7,0,65
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",238,246,heritage,3,8,NN,0,heritage,4,1,0,0,0,6,0,0,0,7,0,25.684638,21,0,14,9,7,47
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",78,81,art,1,3,NN,3,art,4,1,15,1,1,2,440,493,0,2,1,242.728779,208,529,79,14,2,537
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",31,40,buildings,2,9,NNS,4,building,14,1,52,0,1,0,589,578,300,0,1,65.119439,160,607,105,15,0,1014
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",108,117,religious,3,9,JJ,5,religious,5,1,9,0,1,4,0,0,0,0,0,184.535522,165,0,61,12,0,162
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",146,151,range,1,5,NN,4,range,17,1,10,0,1,3,417,413,436,4,1,215.76105,160,515,89,15,4,347
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",20,30,monumental,4,10,JJ,0,monumental,3,0,0,0,0,0,0,0,0,10,0,6.05112,5,0,5,4,10,11
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",49,54,hosts,1,5,VBZ,1,host,11,1,1,0,0,0,0,0,0,0,1,0.0,36,0,24,10,0,132
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",68,77,pictorial,4,9,JJ,0,pictorial,3,1,0,0,0,0,0,0,0,0,0,6.922514,5,0,3,3,0,10
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",86,95,sculpture,2,9,NN,1,sculpture,4,2,9,0,0,3,0,0,0,8,0,13.973823,11,0,7,5,8,48
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",118,126,inspired,3,8,VBN,1,inspire,6,1,1,0,0,0,0,0,0,6,0,7.344731,3,0,3,2,6,154
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",132,145,multi-faceted,5,13,JJ,0,multi-faceted,0,0,0,0,0,0,0,0,0,0,0,1.905877,0,0,0,0,0,0
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",155,162,schools,1,7,NNS,2,school,10,1,27,1,1,0,573,599,228,4,1,161.63263,492,582,139,15,4,1585
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",167,173,styles,1,6,NNS,1,style,12,1,9,0,1,0,344,416,419,4,1,26.682363,98,555,54,13,4,301
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",186,196,properties,3,10,NNS,4,property,5,1,22,1,0,0,460,466,447,0,1,123.939444,156,531,61,13,0,244
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",247,257,properties,3,10,NNS,4,property,5,1,22,1,0,0,460,466,447,0,1,123.939444,156,531,61,13,0,244
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",197,207,registered,3,10,VBN,1,register,17,1,4,0,1,0,500,483,408,7,1,36.372072,26,471,21,13,7,177
"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",34D9ZRXCYRVYV0Y20MTM8EXYR5MSAS,"There are about 130 monumental buildings ( which hosts a variety of pictorial art and sculpture , mostly of religious inspired in a multi-faceted range of schools and styles ) and 5,000 properties registered in the municipal inventory of heritage properties .",225,234,inventory,4,9,NN,4,inventory,6,1,1,0,0,0,0,0,0,0,0,28.819592,23,0,13,6,0,19
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",8,13,moved,1,5,VBD,6,move,21,1,2,1,0,0,390,413,0,3,1,143.59874,171,572,121,14,3,1868
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",69,75,summer,2,6,NN,3,summer,3,1,0,1,1,1,439,618,253,0,1,111.406044,134,612,79,15,0,783
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",87,91,play,1,4,VB,2,play,52,1,8,1,0,2,468,498,192,3,1,225.835231,200,586,106,15,3,2606
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",98,102,tony,2,4,NNP,0,tony,0,0,0,0,1,0,0,0,0,0,1,15.511209,11,0,7,4,0,0
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",43,53,manchester,3,10,NNP,0,manchester,2,0,0,0,1,0,0,0,0,0,0,16.979773,44,0,10,6,0,0
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",17,23,europe,2,6,NNP,1,europe,3,0,0,0,1,0,0,0,0,0,1,152.940267,0,0,0,0,0,0
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",26,33,signing,2,7,VBG,3,sign,20,1,1,1,1,0,520,534,0,3,1,99.250201,94,543,56,13,3,865
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",54,61,phoenix,2,7,NNP,3,phoenix,4,0,0,0,1,0,0,0,0,6,1,7.556955,9,0,4,2,6,10
"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",3GL25Y6843V7TITQRZPEGD9Q01DMXE,"He then moved to Europe , signing with the Manchester Phoenix in the summer of 2007 to play under Tony Hand .",103,107,hand,1,4,NNP,2,hand,16,1,4,1,1,2,604,598,0,4,1,469.652942,431,601,220,15,4,3334
On 7 May 2009 he left Hockey Club Pustertal-Val Pusteria and signed a contract with HC Eppan Pirats Internorm .,3GL25Y6843V7TITQRZPEGD9Q01DMXE,On 7 May 2009 he left Hockey Club Pustertal-Val Pusteria and signed a contract with HC Eppan Pirats Internorm .,17,21,left,1,4,VBD,5,leave,17,1,7,1,1,2,0,0,0,3,1,182.275419,205,0,136,15,3,2379
On 7 May 2009 he left Hockey Club Pustertal-Val Pusteria and signed a contract with HC Eppan Pirats Internorm .,3GL25Y6843V7TITQRZPEGD9Q01DMXE,On 7 May 2009 he left Hockey Club Pustertal-Val Pusteria and signed a contract with HC Eppan Pirats Internorm .,5,8,may,1,3,NNP,3,may,2,1,0,1,1,3,332,370,0,0,1,193.393725,1400,576,343,15,0,4293
